FIPS,State,County,Voter Turnout % Voter Turnout,Census Participation % Census Participation
17009,Illinois,Brown,46.989748369,58.8
17011,Illinois,Bureau,69.059219647,70.7
17013,Illinois,Calhoun,73.139841689,46.0
17015,Illinois,Carroll,69.142610944,66.2
17017,Illinois,Cass,63.676646707,68.0
17019,Illinois,Champaign,61.718400311,66.8
17021,Illinois,Christian,62.455193679,70.3
17023,Illinois,Clark,69.488565489,65.7
17025,Illinois,Clay,67.576054956,69.8
17027,Illinois,Clinton,65.471311475,73.9
17029,Illinois,Coles,54.650066481,66.2
17031,Illinois,Cook,65.376016446,66.2
17033,Illinois,Crawford,62.479284057,68.5
17035,Illinois,Cumberland,70.265060241,66.8
17037,Illinois,DeKalb,61.184673447,73.9
17039,Illinois,De Witt,65.743547726,69.3
17041,Illinois,Douglas,60.680555556,71.1
17043,Illinois,DuPage,74.715871023,79.2
17045,Illinois,Edgar,59.326818675,66.2
17047,Illinois,Edwards,68.0,66.6
17049,Illinois,Effingham,74.048590865,75.9
17051,Illinois,Fayette,59.661821418,61.5
17053,Illinois,Ford,68.841584158,70.9
17055,Illinois,Franklin,62.138448707,66.4
17057,Illinois,Fulton,60.340086831,69.2
17059,Illinois,Gallatin,68.040712468,59.9
17061,Illinois,Greene,60.780868716,59.5
17063,Illinois,Grundy,71.75,75.6
17065,Illinois,Hamilton,67.952755906,60.9
17067,Illinois,Hancock,66.782918149,64.4
17069,Illinois,Hardin,64.924924925,34.8
17071,Illinois,Henderson,66.490428441,49.0
17073,Illinois,Henry,67.889300847,75.6
17075,Illinois,Iroquois,66.817532158,66.8
17077,Illinois,Jackson,50.48606466,59.2
17079,Illinois,Jasper,76.383561644,70.0
17081,Illinois,Jefferson,59.643591501,69.5
17083,Illinois,Jersey,69.220063787,70.3
17085,Illinois,Jo Daviess,72.948044367,64.2
17087,Illinois,Johnson,64.337831084,62.0
17089,Illinois,Kane,66.214340786,75.6
17091,Illinois,Kankakee,60.822719239,69.6
17093,Illinois,Kendall,74.740346983,80.7
17095,Illinois,Knox,59.318210945,70.0
17097,Illinois,Lake,70.696862637,74.8
17099,Illinois,LaSalle,64.046608903,72.9
17101,Illinois,Lawrence,50.540007883,59.8
17103,Illinois,Lee,60.651007953,74.7
17105,Illinois,Livingston,62.0,72.2
17107,Illinois,Logan,57.67462039,70.1
17109,Illinois,McDonough,49.98982706,63.9
17111,Illinois,McHenry,73.396184163,80.9
17113,Illinois,McLean,67.451254022,71.0
17115,Illinois,Macon,61.445633242,70.0
17117,Illinois,Macoupin,67.724837891,70.5
17119,Illinois,Madison,67.062275361,73.1
17121,Illinois,Marion,60.776327241,66.4
17123,Illinois,Marshall,69.527991218,68.1
17125,Illinois,Mason,63.352059925,61.5
17127,Illinois,Massac,62.821576763,63.4
17129,Illinois,Menard,73.118733509,73.3
17131,Illinois,Mercer,73.678541839,72.7
17133,Illinois,Monroe,79.22082787,81.3
17135,Illinois,Montgomery,60.391553014,71.0
17137,Illinois,Morgan,56.303788157,70.2
17139,Illinois,Moultrie,62.357836338,72.9
17141,Illinois,Ogle,68.505867014,75.9
17143,Illinois,Peoria,62.922333371,70.4
17145,Illinois,Perry,59.485207101,66.0
17147,Illinois,Piatt,77.767220903,77.2
17149,Illinois,Pike,66.021594684,62.7
17151,Illinois,Pope,61.354019746,46.1
17153,Illinois,Pulaski,61.959858323,49.1
17155,Illinois,Putnam,74.179431072,64.4
17157,Illinois,Randolph,58.396078431,69.2
17159,Illinois,Richland,67.501046463,71.0
17161,Illinois,Rock Island,63.440083626,70.6
17163,Illinois,St. Clair,65.264311008,66.9
17165,Illinois,Saline,59.654986523,62.2
17167,Illinois,Sangamon,69.960595739,72.7
17169,Illinois,Schuyler,69.255319149,63.6
17171,Illinois,Scott,70.45045045,65.7
17173,Illinois,Shelby,71.579881657,65.4
17175,Illinois,Stark,68.888888889,69.9
17177,Illinois,Stephenson,63.447482014,74.0
17179,Illinois,Tazewell,68.11541307,76.2
17181,Illinois,Union,67.883880825,66.2
17183,Illinois,Vermilion,54.544512564,64.8
17185,Illinois,Wabash,63.883495146,64.6
17187,Illinois,Warren,61.716738197,71.0
17189,Illinois,Washington,72.065663475,70.8
17191,Illinois,Wayne,67.61752988,65.9
17193,Illinois,White,69.03255814,63.4
17195,Illinois,Whiteside,64.57891012,74.3
17197,Illinois,Will,71.1923672,77.0
17199,Illinois,Williamson,65.017387944,67.5
17201,Illinois,Winnebago,62.250006093,74.0
17203,Illinois,Woodford,73.890708499,77.2
18000,Indiana,,61.479982284,
18001,Indiana,Adams,58.775594623,75.2
18003,Indiana,Allen,63.314735068,72.8
18005,Indiana,Bartholomew,63.525596073,71.7
18007,Indiana,Benton,64.031128405,65.6
18009,Indiana,Blackford,57.911255411,64.8
18011,Indiana,Boone,80.644823616,76.0
18013,Indiana,Brown,72.661812298,60.2
18015,Indiana,Carroll,61.49611399,65.4
18017,Indiana,Cass,56.019166974,67.2
18019,Indiana,Clark,65.399785274,72.4
18021,Indiana,Clay,61.182044888,67.3
18023,Indiana,Clinton,58.912647862,68.7
18025,Indiana,Crawford,60.145985401,50.7
18027,Indiana,Daviess,52.200873362,69.1
18029,Indiana,Dearborn,66.378138075,74.1
18031,Indiana,Decatur,61.759235989,69.7
18033,Indiana,DeKalb,60.273299555,74.3
18035,Indiana,Delaware,52.301931843,65.1
18037,Indiana,Dubois,70.191842657,77.6
18039,Indiana,Elkhart,53.546645551,70.3
18041,Indiana,Fayette,56.704895105,68.1
18043,Indiana,Floyd,70.172905825,75.4
18045,Indiana,Fountain,62.906656164,66.7
18047,Indiana,Franklin,69.464544139,68.9
18049,Indiana,Fulton,61.409869084,65.5
18051,Indiana,Gibson,63.801816028,69.3
18053,Indiana,Grant,52.440625603,64.6
18055,Indiana,Greene,59.053325345,60.9
18057,Indiana,Hamilton,84.453876627,76.5
18059,Indiana,Hancock,73.971729012,77.3
18061,Indiana,Harrison,65.435731609,73.8
18063,Indiana,Hendricks,72.497542595,77.0
18065,Indiana,Henry,55.211341559,67.9
18067,Indiana,Howard,64.435810007,67.9
18069,Indiana,Huntington,63.156216791,71.0
18071,Indiana,Jackson,60.326121041,69.7
18073,Indiana,Jasper,61.190193752,74.0
18075,Indiana,Jay,54.995125122,68.1
18077,Indiana,Jefferson,57.976331361,66.6
18079,Indiana,Jennings,58.227186312,65.0
18081,Indiana,Johnson,67.856799406,75.9
18083,Indiana,Knox,55.923856095,60.2
18085,Indiana,Kosciusko,61.909869388,63.3
18087,Indiana,LaGrange,40.537552421,69.1
18089,Indiana,Lake,61.353677076,68.1
18091,Indiana,LaPorte,58.386429458,68.6
18093,Indiana,Lawrence,59.552471321,66.4
18095,Indiana,Madison,51.798179818,66.8
18097,Indiana,Marion,58.447379672,64.6
18099,Indiana,Marshall,60.193324271,69.4
18101,Indiana,Martin,65.072738773,61.1
18103,Indiana,Miami,52.145559359,66.2
18105,Indiana,Monroe,54.374892371,65.7
18107,Indiana,Montgomery,59.334138347,69.7
18109,Indiana,Morgan,67.091566936,72.8
18111,Indiana,Newton,61.829268293,69.9
18113,Indiana,Noble,56.053746166,70.0
18115,Indiana,Ohio,64.873417722,70.1
18117,Indiana,Orange,58.76247505,61.0
18119,Indiana,Owen,60.408661177,60.3
18121,Indiana,Parke,53.59572029,59.8
18123,Indiana,Perry,58.127290903,69.9
18125,Indiana,Pike,64.556305138,67.2
18127,Indiana,Porter,66.725028924,77.1
18129,Indiana,Posey,66.916076845,72.5
18131,Indiana,Pulaski,60.353430353,62.9
18133,Indiana,Putnam,56.2514828,65.8
18135,Indiana,Randolph,59.308866863,65.5
18137,Indiana,Ripley,66.392184229,68.7
18139,Indiana,Rush,61.655654878,69.8
18141,Indiana,St. Joseph,58.276062606,68.1
18143,Indiana,Scott,55.28548124,64.8
18145,Indiana,Shelby,59.346890307,72.2
18147,Indiana,Spencer,68.115117015,69.2
18149,Indiana,Starke,58.934707904,64.4
18151,Indiana,Steuben,59.408197023,58.0
18153,Indiana,Sullivan,54.197047303,62.6
18155,Indiana,Switzerland,51.474597274,56.8
18157,Indiana,Tippecanoe,51.969741053,67.1
18159,Indiana,Tipton,68.547297297,70.5
18161,Indiana,Union,62.926829268,65.0
18163,Indiana,Vanderburgh,55.71961544,69.6
18165,Indiana,Vermillion,62.393661384,64.4
18167,Indiana,Vigo,52.277251469,64.0
18169,Indiana,Wabash,59.40900754,68.5
18171,Indiana,Warren,69.3871218,70.2
18173,Indiana,Warrick,72.89947204,76.2
18175,Indiana,Washington,56.473598511,67.0
18177,Indiana,Wayne,54.663770119,65.8
18179,Indiana,Wells,67.289272031,74.3
18181,Indiana,White,62.695115104,58.4
18183,Indiana,Whitley,67.627118644,76.8
19000,Iowa,,72.915161119,
19001,Iowa,Adair,76.361974406,70.0
19003,Iowa,Adams,75.130434783,67.0
19005,Iowa,Allamakee,72.268743914,58.4
19007,Iowa,Appanoose,67.593360996,59.2
19009,Iowa,Audubon,78.350515464,70.4
19011,Iowa,Benton,75.087179487,73.8
19013,Iowa,Black Hawk,67.524842831,71.7
19015,Iowa,Boone,74.738124239,72.7
19017,Iowa,Bremer,75.622563036,76.2
19019,Iowa,Buchanan,69.802397149,71.8
19021,Iowa,Buena Vista,67.135224003,70.5
19023,Iowa,Butler,72.530228392,73.1
19025,Iowa,Calhoun,69.734748011,65.0
19027,Iowa,Carroll,74.449917898,73.4
19029,Iowa,Cass,72.723638181,70.8
19031,Iowa,Cedar,75.10877193,73.1
19033,Iowa,Cerro Gordo,71.068975814,68.2
19035,Iowa,Cherokee,73.816534541,70.4
19037,Iowa,Chickasaw,73.392363033,71.1
19039,Iowa,Clarke,69.80568012,66.5
19041,Iowa,Clay,72.564724919,69.5
19043,Iowa,Clayton,70.544117647,62.6
19045,Iowa,Clinton,68.967732924,71.1
19047,Iowa,Crawford,65.243958048,66.6
19049,Iowa,Dallas,90.227089708,71.3
19051,Iowa,Davis,64.802527646,68.7
19053,Iowa,Decatur,62.720527617,58.3
19055,Iowa,Delaware,76.887009992,72.1
19057,Iowa,Des Moines,66.775974569,69.0
19059,Iowa,Dickinson,81.744820065,49.9
19061,Iowa,Dubuque,73.149755833,72.9
19063,Iowa,Emmet,68.352112676,65.2
19065,Iowa,Fayette,66.837270341,66.5
19067,Iowa,Floyd,66.32535095,70.9
19069,Iowa,Franklin,69.418132612,68.1
19071,Iowa,Fremont,71.758139535,61.3
19073,Iowa,Greene,73.770970095,67.9
19075,Iowa,Grundy,77.486687966,77.0
19077,Iowa,Guthrie,77.932721713,62.3
19079,Iowa,Hamilton,70.69870939,70.2
19081,Iowa,Hancock,74.676346038,69.8
19083,Iowa,Hardin,68.696981276,68.9
19085,Iowa,Harrison,75.265343793,67.9
19087,Iowa,Henry,65.455737705,72.2
19089,Iowa,Howard,72.804698972,71.2
19091,Iowa,Humboldt,74.922644163,68.9
19093,Iowa,Ida,74.883268482,70.7
19095,Iowa,Iowa,78.691437803,72.9
19097,Iowa,Jackson,74.208597134,70.4
19099,Iowa,Jasper,71.183212837,70.6
19101,Iowa,Jefferson,69.021571649,68.1
19103,Iowa,Johnson,76.134743724,70.1
19105,Iowa,Jones,68.360808709,72.9
19107,Iowa,Keokuk,68.24967825,67.3
19109,Iowa,Kossuth,79.181184669,70.1
19111,Iowa,Lee,63.314415437,66.6
19113,Iowa,Linn,75.881407394,73.4
19115,Iowa,Louisa,66.858934169,64.4
19117,Iowa,Lucas,72.00622084,63.7
19119,Iowa,Lyon,82.636965683,75.2
19121,Iowa,Madison,80.822706705,73.5
19123,Iowa,Mahaska,67.479289941,69.5
19125,Iowa,Marion,76.241823588,73.6
19127,Iowa,Marshall,67.747478521,68.2
19129,Iowa,Mills,72.462751972,70.0
19131,Iowa,Mitchell,72.367930392,72.3
19133,Iowa,Monona,68.871085215,65.3
19135,Iowa,Monroe,68.763666947,61.3
19137,Iowa,Montgomery,69.271781534,66.9
19139,Iowa,Muscatine,67.530218883,71.8
19141,Iowa,O'Brien,72.780722892,70.5
19143,Iowa,Osceola,75.03945885,69.4
19145,Iowa,Page,62.3436853,69.0
19147,Iowa,Palo Alto,73.180811808,63.5
19149,Iowa,Plymouth,77.403164212,74.9
19151,Iowa,Pocahontas,74.449853944,65.1
19153,Iowa,Polk,75.350902737,70.8
19155,Iowa,Pottawattamie,65.67695621,71.3
19157,Iowa,Poweshiek,70.221606648,65.1
19159,Iowa,Ringgold,73.550135501,56.7
19161,Iowa,Sac,74.245472837,65.6
19163,Iowa,Scott,72.05867476,72.2
19165,Iowa,Shelby,76.693002257,72.7
19167,Iowa,Sioux,78.804550155,74.3
19169,Iowa,Story,68.498188163,68.8
19171,Iowa,Tama,72.587244284,67.4
19173,Iowa,Taylor,71.17196057,64.2
19175,Iowa,Union,65.484383272,68.8
19177,Iowa,Van Buren,69.6875,59.6
19179,Iowa,Wapello,60.7696793,65.9
19181,Iowa,Warren,81.477884237,74.2
19183,Iowa,Washington,72.96124031,71.3
19185,Iowa,Wayne,65.383806519,61.1
19187,Iowa,Webster,63.684116491,67.7
19189,Iowa,Winnebago,73.567467652,70.2
19191,Iowa,Winneshiek,74.815503876,73.3
19193,Iowa,Woodbury,63.328214435,68.8
19195,Iowa,Worth,75.072217502,71.2
19197,Iowa,Wright,67.247311828,64.1
20000,Kansas,,65.439689087,
20001,Kansas,Allen,61.988427144,66.6
20003,Kansas,Anderson,65.210662081,64.4
20005,Kansas,Atchison,60.24291498,66.3
20007,Kansas,Barber,70.224887556,53.0
20009,Kansas,Barton,58.363922391,65.9
20011,Kansas,Bourbon,62.073454207,60.0
20013,Kansas,Brown,62.927515834,61.5
20015,Kansas,Butler,66.319975528,72.0
20017,Kansas,Chase,74.364089776,57.8
20019,Kansas,Chautauqua,63.650485437,45.7
20021,Kansas,Cherokee,60.171390903,59.5
20023,Kansas,Cheyenne,70.742574257,55.0
20025,Kansas,Clark,70.429042904,54.7
20027,Kansas,Clay,68.27755102,68.0
20029,Kansas,Cloud,64.395770393,64.1
20031,Kansas,Coffey,70.610982212,65.8
20033,Kansas,Comanche,65.195729537,47.8
20035,Kansas,Cowley,54.151445967,64.2
20037,Kansas,Crawford,55.622389307,61.9
20039,Kansas,Decatur,66.875,57.4
20041,Kansas,Dickinson,66.257973069,67.8
20043,Kansas,Doniphan,60.903119869,56.5
20045,Kansas,Douglas,63.215215428,68.7
20047,Kansas,Edwards,70.841584158,58.4
20049,Kansas,Elk,69.974293059,47.1
20051,Kansas,Ellis,62.358788974,68.0
20053,Kansas,Ellsworth,57.636363636,59.3
20055,Kansas,Finney,55.594817432,59.7
20057,Kansas,Ford,49.748883929,62.8
20059,Kansas,Franklin,64.647668394,70.6
20061,Kansas,Geary,43.334837545,54.5
20063,Kansas,Gove,72.641975309,63.1
20065,Kansas,Graham,68.740359897,54.5
20067,Kansas,Grant,59.265402844,63.6
20069,Kansas,Gray,59.97378768,60.9
20071,Kansas,Greeley,80.628930818,59.1
20073,Kansas,Greenwood,65.398512221,49.8
20075,Kansas,Hamilton,60.921985816,44.0
20077,Kansas,Harper,66.287128713,58.1
20079,Kansas,Harvey,67.931711146,74.1
20081,Kansas,Haskell,59.119496855,51.5
20083,Kansas,Hodgeman,73.333333333,59.4
20085,Kansas,Jackson,66.77484787,69.6
20087,Kansas,Jefferson,67.114922813,69.6
20089,Kansas,Jewell,71.718061674,51.8
20091,Kansas,Johnson,81.065103954,77.7
20093,Kansas,Kearny,58.669354839,46.2
20095,Kansas,Kingman,71.66969147,64.8
20097,Kansas,Kiowa,62.133333333,56.1
20099,Kansas,Labette,56.633597884,62.6
20101,Kansas,Lane,77.826086957,53.6
20103,Kansas,Leavenworth,59.633927112,69.0
20105,Kansas,Lincoln,68.801742919,56.3
20107,Kansas,Linn,67.145708583,52.8
20109,Kansas,Logan,70.605326877,62.0
20111,Kansas,Lyon,58.760764545,65.5
20113,Kansas,McPherson,65.836753306,72.8
20115,Kansas,Marion,65.709677419,65.0
20117,Kansas,Marshall,69.4365241,70.1
20119,Kansas,Meade,65.41218638,49.2
20121,Kansas,Miami,70.771355297,74.2
20123,Kansas,Mitchell,66.048988285,63.9
20125,Kansas,Montgomery,55.319324269,58.8
20127,Kansas,Morris,67.18424102,58.8
20129,Kansas,Morton,64.235924933,44.0
20131,Kansas,Nemaha,76.758946658,70.3
20133,Kansas,Neosho,58.181049069,66.1
20135,Kansas,Ness,70.866510539,57.0
20137,Kansas,Norton,56.097560976,60.7
20139,Kansas,Osage,66.377529946,67.0
20141,Kansas,Osborne,70.598911071,57.9
20143,Kansas,Ottawa,71.707865169,65.2
20145,Kansas,Pawnee,50.349264706,59.5
20147,Kansas,Phillips,68.161764706,60.7
20149,Kansas,Pottawatomie,77.713097713,73.5
20151,Kansas,Pratt,60.306122449,64.2
20153,Kansas,Rawlins,78.333333333,55.0
20155,Kansas,Reno,58.810776679,69.0
20157,Kansas,Republic,73.805555556,59.2
20159,Kansas,Rice,60.490196078,63.6
20161,Kansas,Riley,42.979595321,60.5
20163,Kansas,Rooks,70.012970169,62.7
20165,Kansas,Rush,72.440604752,50.2
20167,Kansas,Russell,65.046904315,61.9
20169,Kansas,Saline,60.49568434,72.7
20171,Kansas,Scott,73.219284603,67.1
20173,Kansas,Sedgwick,62.00293816,68.8
20175,Kansas,Seward,48.039927405,57.5
20177,Kansas,Shawnee,65.054302423,71.3
20179,Kansas,Sheridan,77.688172043,60.1
20181,Kansas,Sherman,61.143497758,62.5
20183,Kansas,Smith,74.181184669,58.4
20185,Kansas,Stafford,68.140703518,55.7
20187,Kansas,Stanton,57.269372694,47.0
20189,Kansas,Stevens,57.372881356,59.2
20191,Kansas,Sumner,63.479523671,63.8
20193,Kansas,Thomas,66.550218341,65.0
20195,Kansas,Trego,71.648351648,62.4
20197,Kansas,Wabaunsee,74.536771729,64.2
20199,Kansas,Wallace,71.428571429,54.5
20201,Kansas,Washington,69.890909091,63.1
20203,Kansas,Wichita,65.627118644,57.5
20205,Kansas,Wilson,60.320366133,55.8
20207,Kansas,Woodson,61.471172962,55.0
20209,Kansas,Wyandotte,56.426690515,60.6
21000,Kentucky,,63.549744153,
21001,Kentucky,Adair,57.181076672,61.8
21003,Kentucky,Allen,58.831291235,62.3
21005,Kentucky,Anderson,77.381648159,75.8
21007,Kentucky,Ballard,67.871485944,62.5
21009,Kentucky,Barren,60.699152542,69.5
21011,Kentucky,Bath,61.096634093,60.7
21013,Kentucky,Bell,48.218915026,40.6
21015,Kentucky,Boone,71.294856778,77.5
21017,Kentucky,Bourbon,64.892328398,67.8
21019,Kentucky,Boyd,58.862867199,65.2
21021,Kentucky,Boyle,61.145393068,70.7
21023,Kentucky,Bracken,67.2050673,64.0
21025,Kentucky,Breathitt,55.828402367,52.1
21027,Kentucky,Breckinridge,65.470304976,52.4
21029,Kentucky,Bullitt,66.992337165,77.7
21031,Kentucky,Butler,63.638253638,58.3
21033,Kentucky,Caldwell,65.928205128,66.3
21035,Kentucky,Calloway,55.933942601,64.0
21037,Kentucky,Campbell,66.78930452,72.2
21039,Kentucky,Carlisle,72.273972603,63.0
21041,Kentucky,Carroll,52.641629535,59.0
21043,Kentucky,Carter,56.21057739,56.2
21045,Kentucky,Casey,58.851046368,57.4
21047,Kentucky,Christian,46.557409033,61.9
21049,Kentucky,Clark,65.279078142,73.9
21051,Kentucky,Clay,48.159898477,48.2
21053,Kentucky,Clinton,62.7880331,47.5
21055,Kentucky,Crittenden,61.433743664,61.3
21057,Kentucky,Cumberland,64.065827686,42.4
21059,Kentucky,Daviess,65.996515212,76.4
21061,Kentucky,Edmonson,62.05465587,50.4
21063,Kentucky,Elliott,48.97792314,44.8
21065,Kentucky,Estill,58.847884788,64.8
21067,Kentucky,Fayette,64.817220736,69.6
21069,Kentucky,Fleming,64.441404469,64.8
21071,Kentucky,Floyd,58.344335415,49.7
21073,Kentucky,Franklin,67.162371134,71.6
21075,Kentucky,Fulton,50.914826498,57.5
21077,Kentucky,Gallatin,59.535962877,55.1
21079,Kentucky,Garrard,64.490552056,68.3
21081,Kentucky,Grant,60.705110686,67.7
21083,Kentucky,Graves,61.637088012,68.1
21085,Kentucky,Grayson,60.413410638,61.3
21087,Kentucky,Green,67.69947583,64.1
21089,Kentucky,Greenup,65.712219812,62.6
21091,Kentucky,Hancock,69.817351598,65.3
21093,Kentucky,Hardin,60.194329992,71.4
21095,Kentucky,Harlan,54.29844098,43.9
21097,Kentucky,Harrison,61.436502429,68.7
21099,Kentucky,Hart,59.333569656,61.3
21101,Kentucky,Henderson,59.354468512,68.5
21103,Kentucky,Henry,67.166528583,69.7
21105,Kentucky,Hickman,61.596638655,62.3
21107,Kentucky,Hopkins,62.353964343,67.7
21109,Kentucky,Jackson,58.948891032,44.8
21111,Kentucky,Jefferson,67.821878705,70.8
21113,Kentucky,Jessamine,66.787940466,75.1
21115,Kentucky,Johnson,58.981481481,56.5
21117,Kentucky,Kenton,66.468064438,72.5
21119,Kentucky,Knott,52.222222222,48.1
21121,Kentucky,Knox,55.968796121,43.5
21123,Kentucky,Larue,67.853159851,70.2
21125,Kentucky,Laurel,60.371723249,64.0
21127,Kentucky,Lawrence,58.915713681,54.3
21129,Kentucky,Lee,47.482142857,47.9
21131,Kentucky,Leslie,60.51572327,44.5
21133,Kentucky,Letcher,53.249781405,50.1
21135,Kentucky,Lewis,56.923076923,52.8
21137,Kentucky,Lincoln,58.941398866,66.4
21139,Kentucky,Livingston,69.679665738,59.5
21141,Kentucky,Logan,60.297924298,65.5
21143,Kentucky,Lyon,60.659971306,52.8
21145,Kentucky,McCracken,66.14246251,70.7
21147,Kentucky,McCreary,47.897283215,46.0
21149,Kentucky,McLean,68.559139785,61.4
21151,Kentucky,Madison,61.146239554,70.6
21153,Kentucky,Magoffin,57.386722866,43.1
21155,Kentucky,Marion,61.978479695,70.0
21157,Kentucky,Marshall,70.928873665,64.1
21159,Kentucky,Martin,42.997811816,42.3
21161,Kentucky,Mason,61.144832885,65.0
21163,Kentucky,Meade,64.561885152,69.1
21165,Kentucky,Menifee,60.823529412,45.5
21167,Kentucky,Mercer,71.1859266,70.8
21169,Kentucky,Metcalfe,65.217957059,60.0
21171,Kentucky,Monroe,65.965346535,58.1
21173,Kentucky,Montgomery,60.366799906,69.8
21175,Kentucky,Morgan,51.488372093,56.4
21177,Kentucky,Muhlenberg,58.748967795,65.3
21179,Kentucky,Nelson,66.69057524,76.0
21181,Kentucky,Nicholas,61.801637853,63.3
21183,Kentucky,Ohio,62.301231803,64.3
21185,Kentucky,Oldham,78.001439293,80.3
21187,Kentucky,Owen,64.759643917,53.5
21189,Kentucky,Owsley,53.081232493,35.8
21191,Kentucky,Pendleton,61.996418979,66.3
21193,Kentucky,Perry,53.109664497,45.3
21195,Kentucky,Pike,54.69009378,57.3
21197,Kentucky,Powell,59.836956522,55.1
21199,Kentucky,Pulaski,63.486663312,61.7
21201,Kentucky,Robertson,70.959752322,49.4
21203,Kentucky,Rockcastle,59.434898816,60.6
21205,Kentucky,Rowan,51.672232212,62.2
21207,Kentucky,Russell,65.848987109,49.3
21209,Kentucky,Scott,70.687339763,75.5
21211,Kentucky,Shelby,66.785815603,74.7
21213,Kentucky,Simpson,63.621129326,70.8
21215,Kentucky,Spencer,78.603851444,78.5
21217,Kentucky,Taylor,63.891726251,68.1
21219,Kentucky,Todd,60.66893424,58.2
21221,Kentucky,Trigg,65.410199557,58.0
21223,Kentucky,Trimble,66.446153846,65.9
21225,Kentucky,Union,55.823429542,67.3
21227,Kentucky,Warren,58.436444257,64.4
21229,Kentucky,Washington,68.272078991,69.2
21231,Kentucky,Wayne,58.168083097,53.5
21233,Kentucky,Webster,61.986549405,62.0
21235,Kentucky,Whitley,57.147644759,59.1
21237,Kentucky,Wolfe,54.065335753,39.9
21239,Kentucky,Woodford,77.785732549,72.8
22000,Louisiana,,61.941825962,
22001,Louisiana,Acadia,62.097214637,57.7
22003,Louisiana,Allen,52.516059957,46.3
22005,Louisiana,Ascension,70.024155946,65.1
22007,Louisiana,Assumption,65.03617945,51.8
22009,Louisiana,Avoyelles,56.133744522,49.7
22011,Louisiana,Beauregard,58.795830338,56.8
22013,Louisiana,Bienville,68.513119534,47.9
22015,Louisiana,Bossier,58.485821295,61.1
22017,Louisiana,Caddo,57.39011515,61.8
22019,Louisiana,Calcasieu,55.361484111,58.0
22021,Louisiana,Caldwell,62.167101828,43.4
22023,Louisiana,Cameron,76.496212121,40.7
22025,Louisiana,Catahoula,64.903139613,41.3
22027,Louisiana,Claiborne,50.810810811,48.8
22029,Louisiana,Concordia,60.383036936,47.3
22031,Louisiana,De Soto,70.999759094,52.8
22033,Louisiana,East Baton Rouge,63.23011739,62.1
22035,Louisiana,East Carroll,58.049713193,52.9
22037,Louisiana,East Feliciana,66.744998412,50.4
22039,Louisiana,Evangeline,63.910429193,53.2
22041,Louisiana,Franklin,64.973262032,55.7
22043,Louisiana,Grant,54.652313064,50.7
22045,Louisiana,Iberia,63.761816587,59.6
22047,Louisiana,Iberville,65.054474708,54.9
22049,Louisiana,Jackson,61.772561716,53.1
22051,Louisiana,Jefferson,62.517708182,66.1
22053,Louisiana,Jefferson Davis,63.681613388,57.8
22055,Louisiana,Lafayette,63.546874566,64.6
22057,Louisiana,Lafourche,61.576448243,63.7
22059,Louisiana,LaSalle,63.131132917,43.0
22061,Louisiana,Lincoln,52.642359689,55.2
22063,Louisiana,Livingston,63.729177861,59.9
22065,Louisiana,Madison,55.562165378,49.7
22067,Louisiana,Morehouse,60.692186681,57.1
22069,Louisiana,Natchitoches,56.334864727,48.5
22071,Louisiana,Orleans,58.690012542,56.9
22073,Louisiana,Ouachita,60.1626582,58.9
22075,Louisiana,Plaquemines,64.941037736,53.4
22077,Louisiana,Pointe Coupee,73.006786663,48.6
22079,Louisiana,Rapides,60.984200984,57.7
22081,Louisiana,Red River,64.012393493,42.1
22083,Louisiana,Richland,63.984551014,58.2
22085,Louisiana,Sabine,58.123971476,37.9
22087,Louisiana,St. Bernard,53.266938283,62.5
22089,Louisiana,St. Charles,72.543881964,69.5
22091,Louisiana,St. Helena,77.752525253,45.3
22093,Louisiana,St. James,77.620221948,55.9
22095,Louisiana,St. John the Baptist,67.364450731,61.1
22097,Louisiana,St. Landry,68.424640452,53.2
22099,Louisiana,St. Martin,67.350853157,56.6
22101,Louisiana,St. Mary,62.86024129,54.6
22103,Louisiana,St. Tammany,73.090064947,67.7
22105,Louisiana,Tangipahoa,58.190533858,54.9
22107,Louisiana,Tensas,75.339233038,34.2
22109,Louisiana,Terrebonne,57.019544978,53.9
22111,Louisiana,Union,65.656506448,50.0
22113,Louisiana,Vermilion,62.241457859,59.4
22115,Louisiana,Vernon,47.316070695,44.7
22117,Louisiana,Washington,55.823201259,39.4
22119,Louisiana,Webster,61.004688547,56.2
22121,Louisiana,West Baton Rouge,70.485,61.2
22123,Louisiana,West Carroll,60.035650624,54.5
22125,Louisiana,West Feliciana,49.608231104,46.2
22127,Louisiana,Winn,55.854643338,44.7
23000,Maine,,77.367575494,
23001,Maine,Androscoggin,71.506354273,63.9
23003,Maine,Aroostook,66.765004149,51.8
23005,Maine,Cumberland,84.097699176,65.6
23007,Maine,Franklin,72.186218212,40.5
23009,Maine,Hancock,79.937261931,44.2
23011,Maine,Kennebec,74.530432105,61.1
23013,Maine,Knox,80.382893315,55.2
23015,Maine,Lincoln,84.300353357,48.8
23017,Maine,Oxford,72.289929442,46.3
23019,Maine,Penobscot,70.485270049,58.8
23021,Maine,Piscataquis,72.225433526,32.6
23023,Maine,Sagadahoc,85.312719606,65.9
23025,Maine,Somerset,68.644255634,46.9
23027,Maine,Waldo,77.009404389,53.9
23029,Maine,Washington,70.576420968,42.1
23031,Maine,York,79.607557257,59.7
24000,Maryland,,70.41294454,
