FIPS,State,County,Preventable Hospital Stays Preventable Hospitalization Rate,Preventable Hospital Stays National Z-Score,Preventable Hospital Stays Preventable Hosp. Rate (AIAN),Preventable Hospital Stays Preventable Hosp. Rate (Asian),Preventable Hospital Stays Preventable Hosp. Rate (Black),Preventable Hospital Stays Preventable Hosp. Rate (Hispanic),Preventable Hospital Stays Preventable Hosp. Rate (White)
42063,Pennsylvania,Indiana,3330,0.4352415024,,,,,
42065,Pennsylvania,Jefferson,2560,-0.254424997,,,,,
42067,Pennsylvania,Juniata,2882,0.0339809934,,,,,
42069,Pennsylvania,Lackawanna,3229,0.3447787537,,3333,6196,3650,3183
42071,Pennsylvania,Lancaster,2186,-0.589405869,,856,2969,3743,2123
42073,Pennsylvania,Lawrence,2590,-0.227554874,,,5490,,2501
42075,Pennsylvania,Lebanon,2399,-0.398627993,,,,3169,2370
42077,Pennsylvania,Lehigh,3245,0.3591094862,,2039,5149,5632,3073
42079,Pennsylvania,Luzerne,3020,0.1575835609,,,6850,3842,2934
42081,Pennsylvania,Lycoming,2587,-0.230241886,,,1996,,2551
42083,Pennsylvania,McKean,2519,-0.291147499,,,,,
42085,Pennsylvania,Mercer,2771,-0.065438463,,,7009,,2632
42087,Pennsylvania,Mifflin,2973,0.1154870343,,,,,
42089,Pennsylvania,Monroe,3278,0.3886666219,,,3638,3424,3214
42091,Pennsylvania,Montgomery,2948,0.0930952648,,1800,4535,4514,2848
42093,Pennsylvania,Montour,2597,-0.221285179,,,70588,,2175
42095,Pennsylvania,Northampton,3510,0.5964622426,,1838,4833,5335,3407
42097,Pennsylvania,Northumberland,3695,0.7621613367,,,3266,4453,3592
42099,Pennsylvania,Perry,2826,-0.01617657,,,,,
42101,Pennsylvania,Philadelphia,4199,1.2135794093,5412,2334,5555,4712,3424
42103,Pennsylvania,Pike,3148,0.2722294206,,,4188,,3116
42105,Pennsylvania,Potter,2599,-0.219493837,,,,,
42107,Pennsylvania,Schuylkill,3190,0.3098475933,,,580,,3211
42109,Pennsylvania,Snyder,2782,-0.055586084,,,,,
42111,Pennsylvania,Somerset,2919,0.0671208123,,,,,
42113,Pennsylvania,Sullivan,1361,-1.328334261,,,,,
42115,Pennsylvania,Susquehanna,2867,0.0205459318,,,,,
42117,Pennsylvania,Tioga,2198,-0.578657819,,,,,
42119,Pennsylvania,Union,1667,-1.054259003,,,,,
42121,Pennsylvania,Venango,3290,0.3994146712,,,,,
42123,Pennsylvania,Warren,2435,-0.366383845,,,,,
42125,Pennsylvania,Washington,3319,0.4253891238,,,4924,,3305
42127,Pennsylvania,Wayne,2942,0.0877212402,,,1919,,2982
42129,Pennsylvania,Westmoreland,2966,0.1092173389,,4193,3205,,2906
42131,Pennsylvania,Wyoming,3047,0.181766672,,,,,
42133,Pennsylvania,York,2586,-0.231137557,,624,4967,4428,2499
44000,Rhode Island,,2650,,,,,,
44001,Rhode Island,Bristol,1604,-1.110686262,,,2583,,1533
44003,Rhode Island,Kent,3010,0.1486268531,,2562,,4142,3025
44005,Rhode Island,Newport,2429,-0.371757869,,3107,5901,,2334
44007,Rhode Island,Providence,2729,-0.103056636,,3216,2831,3267,2666
44009,Rhode Island,Washington,2515,-0.294730182,,,5073,,2353
45000,South Carolina,,2571,,,,,,
45001,South Carolina,Abbeville,2519,-0.291147499,,,2838,,2327
45003,South Carolina,Aiken,2453,-0.350261771,,,2961,2513,2356
45005,South Carolina,Allendale,2683,-0.144257492,,,2108,,1927
45007,South Carolina,Anderson,3201,0.3196999719,,,4361,1159,3070
45009,South Carolina,Bamberg,1354,-1.334603957,,,1175,,1119
45011,South Carolina,Barnwell,2540,-0.272338413,,,3681,,1981
45013,South Carolina,Beaufort,2169,-0.604632272,,1486,3829,870,1956
45015,South Carolina,Berkeley,2071,-0.692408008,,,2781,1234,1878
45017,South Carolina,Calhoun,1780,-0.953048205,,,1864,,1213
45019,South Carolina,Charleston,2292,-0.494464766,,1126,3419,2047,1893
45021,South Carolina,Cherokee,2456,-0.347574758,,,3585,,2318
45023,South Carolina,Chester,2879,0.0312939811,,,3882,,2578
45025,South Carolina,Chesterfield,3652,0.7236474932,,,4726,,3312
45027,South Carolina,Clarendon,2839,-0.00453285,,,3513,,2560
45029,South Carolina,Colleton,3134,0.2596900297,,,2982,,3117
45031,South Carolina,Darlington,4165,1.1831266028,,,5739,,3571
45033,South Carolina,Dillon,4256,1.2646326437,,,6307,,3215
45035,South Carolina,Dorchester,2536,-0.275921096,,,3448,,2332
45037,South Carolina,Edgefield,3224,0.3403003998,,,2114,,3804
45039,South Carolina,Fairfield,2057,-0.704947399,,,1837,,1951
45041,South Carolina,Florence,4652,1.6193182721,,,6033,1352,4152
45043,South Carolina,Georgetown,2995,0.1351917915,,,5203,,2602
45045,South Carolina,Greenville,1888,-0.856315761,,893,3160,753,1721
45047,South Carolina,Greenwood,2921,0.0689121538,,,3900,,2668
45049,South Carolina,Hampton,3487,0.5758618147,,,3744,,3357
45051,South Carolina,Horry,2690,-0.137987796,,571,4967,1263,2596
45053,South Carolina,Jasper,2453,-0.350261771,,,3512,,2044
45055,South Carolina,Kershaw,2187,-0.588510198,,,2413,,2181
45057,South Carolina,Lancaster,2677,-0.149631516,,,3569,,2568
45059,South Carolina,Laurens,2954,0.0984692895,,,2587,,3048
45061,South Carolina,Lee,2677,-0.149631516,,,3474,,1852
45063,South Carolina,Lexington,2078,-0.686138313,,,2659,,1971
45065,South Carolina,McCormick,2567,-0.248155302,,,5396,,1879
45067,South Carolina,Marion,4318,1.320164232,,,4593,,4172
45069,South Carolina,Marlboro,3432,0.5265999218,,,2784,,3764
45071,South Carolina,Newberry,2541,-0.271442742,,,2890,,2487
45073,South Carolina,Oconee,2412,-0.386984273,,,3723,,2351
45075,South Carolina,Orangeburg,2956,0.1002606311,,,3153,,2737
45077,South Carolina,Pickens,2236,-0.54462233,,,4240,,2151
45079,South Carolina,Richland,2136,-0.634189408,,384,2571,976,1835
45081,South Carolina,Saluda,2870,0.0232329441,,,2009,,2984
45083,South Carolina,Spartanburg,2698,-0.13082243,,1307,3653,1225,2584
45085,South Carolina,Sumter,3217,0.3340307044,,,4151,,2722
45087,South Carolina,Union,2789,-0.049316389,,,2902,,2725
45089,South Carolina,Williamsburg,2684,-0.143361821,,,2172,,3044
45091,South Carolina,York,2657,-0.167544932,,,3906,3729,2475
46000,South Dakota,,2771,,,,,,
46003,South Dakota,Aurora,2118,-0.650311482,,,,,
46005,South Dakota,Beadle,5489,2.3689947141,,,,,
46007,South Dakota,Bennett,1995,-0.760478987,,,,,
46009,South Dakota,Bon Homme,1347,-1.340873652,,,,,
46011,South Dakota,Brookings,2086,-0.678972947,,,,,
46013,South Dakota,Brown,3004,0.1432528285,6115,,,,2886
46015,South Dakota,Brule,1311,-1.3731178,,,,,
46017,South Dakota,Buffalo,,0.0,,,,,
46019,South Dakota,Butte,1520,-1.185922607,,,,,
46021,South Dakota,Campbell,3769,,,,,,
46023,South Dakota,Charles Mix,3666,0.7361868841,12889,,,,2159
46025,South Dakota,Clark,2471,-0.334139697,,,,,
46027,South Dakota,Clay,1616,-1.099938213,,,,,
46029,South Dakota,Codington,2679,-0.147840175,1579,,,,2663
46031,South Dakota,Corson,5154,2.0689450032,5760,,,,2985
46033,South Dakota,Custer,1692,-1.031867233,,,,,
46035,South Dakota,Davison,2214,-0.564327087,,,,,
46037,South Dakota,Day,2452,-0.351157442,,,,,
46039,South Dakota,Deuel,493,-2.105776497,,,,,
46041,South Dakota,Dewey,5107,2.0268484766,7138,,,,760
46043,South Dakota,Douglas,4991,1.9229506662,,,,,
46045,South Dakota,Edmunds,2382,-0.413854396,,,,,
46047,South Dakota,Fall River,1703,-1.022014855,,,,,
46049,South Dakota,Faulk,6396,3.0,,,,,
46051,South Dakota,Grant,2465,-0.339513721,,,,,
46053,South Dakota,Gregory,5600,2.4684141706,3789,,,,5242
46055,South Dakota,Haakon,3330,0.4352415024,,,,,
46057,South Dakota,Hamlin,2785,-0.052899072,,,,,
46059,South Dakota,Hand,3046,0.1808710012,,,,,
46061,South Dakota,Hanson,1840,-0.899307958,,,,,
46063,South Dakota,Harding,1548,,,,,,
46065,South Dakota,Hughes,1801,-0.934239119,4994,,,,1549
46067,South Dakota,Hutchinson,3113,0.2408809434,,,,,
46069,South Dakota,Hyde,1962,-0.790036123,,,,,
46071,South Dakota,Jackson,,0.0,,,,,
46073,South Dakota,Jerauld,3977,1.0147404964,,,,,
46075,South Dakota,Jones,,,,,,,
46077,South Dakota,Kingsbury,2996,0.1360874622,,,,,
46079,South Dakota,Lake,623,-1.989339296,,,,,
46081,South Dakota,Lawrence,1788,-0.945882839,,,,,
46083,South Dakota,Lincoln,3441,0.5346609589,,,,,
46085,South Dakota,Lyman,1476,-1.225332122,,,,,
46087,South Dakota,McCook,3129,0.2552116758,,,,,
46089,South Dakota,McPherson,2022,-0.736295876,,,,,
46091,South Dakota,Marshall,3504,0.5910882179,,,,,
46093,South Dakota,Meade,2771,-0.065438463,4251,,,,2729
46095,South Dakota,Mellette,2036,-0.723756486,,,,,
46097,South Dakota,Miner,,0.0,,,,,
46099,South Dakota,Minnehaha,3105,0.2337155771,7895,991,2555,2620,3042
46101,South Dakota,Moody,3724,0.7881357893,,,,,
46102,South Dakota,Oglala Lakota,1720,-1.006788452,,,,,
46103,South Dakota,Pennington,2212,-0.566118428,4579,,6584,,2067
46105,South Dakota,Perkins,2477,-0.328765672,,,,,
46107,South Dakota,Potter,3899,0.9448781756,,,,,
46109,South Dakota,Roberts,2609,-0.210537129,2167,,,,2198
46111,South Dakota,Sanborn,1977,-0.776601061,,,,,
46113,South Dakota,Shannon,,,,,,,
46115,South Dakota,Spink,3328,0.4334501608,,,,,
46117,South Dakota,Stanley,1280,-1.400883594,,,,,
46119,South Dakota,Sully,2576,,,,,,
46121,South Dakota,Todd,6491,3.0,6007,,,,6190
46123,South Dakota,Tripp,4954,1.8898108474,9458,,,,3368
46125,South Dakota,Turner,3183,0.3035778979,,,,,
46127,South Dakota,Union,2430,-0.370862199,,,,,
46129,South Dakota,Walworth,3189,0.3089519226,3156,,,,2984
46135,South Dakota,Yankton,1986,-0.768540024,,,,,
46137,South Dakota,Ziebach,4154,1.1732742242,3542,,,,4317
47000,Tennessee,,2896,,,,,,
47001,Tennessee,Anderson,2804,-0.035881327,,,2831,,2796
47003,Tennessee,Bedford,2445,-0.357427137,,,1177,,2456
47005,Tennessee,Benton,3059,0.1925147213,,,,,
47007,Tennessee,Bledsoe,1179,-1.491346343,,,,,
47009,Tennessee,Blount,2853,0.0080065408,,,,,
47011,Tennessee,Bradley,3106,0.2346112479,,,6133,,3057
47013,Tennessee,Campbell,2707,-0.122761393,,,,,
47015,Tennessee,Cannon,3828,0.8812855503,,,,,
47017,Tennessee,Carroll,2522,-0.288460487,,,1872,,2468
47019,Tennessee,Carter,3991,1.0272798873,,,,,
47021,Tennessee,Cheatham,2838,-0.005428521,,,2135,,2812
47023,Tennessee,Chester,2616,-0.204267434,,,1096,,2542
47025,Tennessee,Claiborne,1673,-1.048884978,,,,,
47027,Tennessee,Clay,6526,3.0,,,,,
47029,Tennessee,Cocke,2948,0.0930952648,,,4457,42857,2843
47031,Tennessee,Coffee,3090,0.2202805155,,,6271,,3039
47033,Tennessee,Crockett,2480,-0.32607866,,,4835,,2106
47035,Tennessee,Cumberland,2429,-0.371757869,,,,,
47037,Tennessee,Davidson,3671,0.740665238,,1689,5345,3225,3199
47039,Tennessee,Decatur,2793,-0.045733706,,,,,
47041,Tennessee,DeKalb,2330,-0.460429277,,,,,
47043,Tennessee,Dickson,2640,-0.182771335,,,3960,,2575
47045,Tennessee,Dyer,3779,0.8373976821,,,2922,,3838
47047,Tennessee,Fayette,2884,0.035772335,,,3221,,2720
47049,Tennessee,Fentress,3540,0.623332366,,,,,
47051,Tennessee,Franklin,2688,-0.139779138,,,1780,,2706
47053,Tennessee,Gibson,2937,0.0832428863,,,3558,,2856
47055,Tennessee,Giles,3222,0.3385090583,,,3087,,3232
47057,Tennessee,Grainger,2466,-0.338618051,,,,,
47059,Tennessee,Greene,3001,0.1405658161,,,3338,,2990
47061,Tennessee,Grundy,3011,0.1495225239,,,,,
47063,Tennessee,Hamblen,2804,-0.035881327,,,2759,,2809
47065,Tennessee,Hamilton,2274,-0.51058684,,1649,3211,1420,2139
47067,Tennessee,Hancock,2595,-0.22307652,,,,,
47069,Tennessee,Hardeman,3371,0.4719640043,,,5130,,3012
47071,Tennessee,Hardin,2639,-0.183667006,,,1308,,2617
47073,Tennessee,Hawkins,3077,0.2086367953,,,,,
47075,Tennessee,Haywood,3326,0.4316588193,,,4403,,2758
47077,Tennessee,Henderson,2092,-0.673598922,,,,,
47079,Tennessee,Henry,2725,-0.106639319,,,4572,,2655
47081,Tennessee,Hickman,2134,-0.635980749,,,11667,,1884
47083,Tennessee,Houston,3547,0.6296020614,,,,,
47085,Tennessee,Humphreys,3867,0.9162167107,,,,,
47087,Tennessee,Jackson,3832,0.8848682334,,,,,
47089,Tennessee,Jefferson,2698,-0.13082243,,,2970,,2636
47091,Tennessee,Johnson,2614,-0.206058775,,,,,
47093,Tennessee,Knox,2567,-0.248155302,,623,4206,3073,2433
47095,Tennessee,Lake,4616,1.5870741241,,,2974,,4566
47097,Tennessee,Lauderdale,3423,0.5185388848,,,2893,,3556
47099,Tennessee,Lawrence,3288,0.3976233297,,,,,
47101,Tennessee,Lewis,3405,0.5024168108,,,,,
47103,Tennessee,Lincoln,2147,-0.624337029,,,,,
47105,Tennessee,Loudon,2255,-0.527604585,,,3005,,2222
47107,Tennessee,McMinn,2146,-0.6252327,,,5064,,2078
47109,Tennessee,McNairy,3091,0.2211761862,,,927,,3134
47111,Tennessee,Macon,6254,3.05418286,,,,,
47113,Tennessee,Madison,2767,-0.069021146,,,4673,,2322
47115,Tennessee,Marion,1988,-0.766748683,,,,,
47117,Tennessee,Marshall,3461,0.5525743744,,,1538,,3431
47119,Tennessee,Maury,2606,-0.213224142,,,4709,,2458
47121,Tennessee,Meigs,1501,-1.202940352,,,,,
47123,Tennessee,Monroe,2736,-0.09678694,,,,,
47125,Tennessee,Montgomery,3302,0.4101627206,,779,3303,724,3360
47127,Tennessee,Moore,3187,0.307160581,,,,,
47129,Tennessee,Morgan,3675,0.7442479211,,,,,
47131,Tennessee,Obion,3105,0.2337155771,,,5001,,3016
47133,Tennessee,Overton,3883,0.9305474431,,,,,
47135,Tennessee,Perry,4118,1.1410300762,,,,,
47137,Tennessee,Pickett,4364,1.3613650878,,,,,
47139,Tennessee,Polk,2345,-0.446994215,,,,,
47141,Tennessee,Putnam,3608,0.6842379789,,,3127,,3646
47143,Tennessee,Rhea,2609,-0.210537129,,,,,
47145,Tennessee,Roane,3212,0.3295523505,,,,,
47147,Tennessee,Robertson,3445,0.538243642,,,6209,,3246
47149,Tennessee,Rutherford,3219,0.3358220459,,685,6199,885,3024
47151,Tennessee,Scott,3028,0.1647489272,,,,,
47153,Tennessee,Sequatchie,1129,-1.536129882,,,,,
47155,Tennessee,Sevier,2581,-0.235615911,,,4372,,2553
47157,Tennessee,Shelby,2871,0.0241286149,,1762,3679,1822,2325
47159,Tennessee,Smith,4259,1.267319656,,,,,
47161,Tennessee,Stewart,3342,0.4459895517,,,,,
47163,Tennessee,Sullivan,2938,0.0841385571,,,3321,,2936
47165,Tennessee,Sumner,3242,0.3564224739,,,3000,1502,3234
47167,Tennessee,Tipton,3410,0.5068951647,,,3727,,3228
47169,Tennessee,Trousdale,4650,1.6175269306,,,,,
47171,Tennessee,Unicoi,3566,0.6466198062,,,,,
47173,Tennessee,Union,1954,-0.797201489,,,,,
47175,Tennessee,Van Buren,3010,0.1486268531,,,,,
47177,Tennessee,Warren,3033,0.1692272811,,,1922,,3031
47179,Tennessee,Washington,3019,0.1566878902,,,3296,,3002
47181,Tennessee,Wayne,3752,0.8132145711,,,,,
47183,Tennessee,Weakley,2686,-0.141570479,,,3315,,2611
47185,Tennessee,White,2386,-0.410271713,,,,,
47187,Tennessee,Williamson,1823,-0.914534361,,,3815,,1691
47189,Tennessee,Wilson,3126,0.2525246635,,,4187,,3108
48000,Texas,,2933,,,,,,
48001,Texas,Anderson,3710,0.7755963984,,,4208,1059,3729
48003,Texas,Andrews,3212,0.3295523505,,,,3639,2882
48005,Texas,Angelina,3223,0.3394047291,,,4830,2809,2985
48007,Texas,Aransas,1971,-0.781975086,,12036,,709,1779
48009,Texas,Archer,2915,0.0635381291,,,,,
48011,Texas,Armstrong,,0.0,,,,,
48013,Texas,Atascosa,2662,-0.163066578,,,,3411,2244
48015,Texas,Austin,2553,-0.260694693,,,9268,2101,1923
48017,Texas,Bailey,3612,0.6878206621,,,,4020,3130
48019,Texas,Bandera,2231,-0.549100684,,,,,
48021,Texas,Bastrop,2524,-0.286669145,,,3275,1829,2453
48023,Texas,Baylor,4504,1.4867589969,,,,,
48025,Texas,Bee,2522,-0.288460487,,,,3522,1691
48027,Texas,Bell,3176,0.2973082024,,2283,4232,2717,3038
48029,Texas,Bexar,2437,-0.364592503,,1305,2987,2985,1986
48031,Texas,Blanco,1888,-0.856315761,,,,,
48033,Texas,Borden,,,,,,,
48035,Texas,Bosque,3572,0.6519938309,,,,,
48037,Texas,Bowie,3221,0.3376133875,,,4632,1637,2944
48039,Texas,Brazoria,3725,0.7890314601,,1416,4856,3486,3613
48041,Texas,Brazos,2778,-0.059168768,,,8119,2708,2322
48043,Texas,Brewster,1162,-1.506572746,,,,,
48045,Texas,Briscoe,814,-1.818266177,,,,,
48047,Texas,Brooks,3504,0.5910882179,,,,,
48049,Texas,Brown,1998,-0.757791975,,,,1195,1987
48051,Texas,Burleson,3324,0.4298674777,,,7333,1913,2461
48053,Texas,Burnet,2133,-0.63687642,,,,2935,2008
48055,Texas,Caldwell,3187,0.307160581,,,3376,3830,2645
48057,Texas,Calhoun,3995,1.0308625704,,,,6217,3426
48059,Texas,Callahan,2914,0.0626424584,,,,,
48061,Texas,Cameron,3224,0.3403003998,,,,3686,2148
48063,Texas,Camp,3468,0.5588440699,,,1196,2254,3452
48065,Texas,Carson,1941,-0.80884521,,,,,
48067,Texas,Cass,2800,-0.03946401,,,3718,,2652
48069,Texas,Castro,3698,0.764848349,,,,1434,4699
48071,Texas,Chambers,6620,3.3819983651,,,3111,4209,7154
48073,Texas,Cherokee,2650,-0.173814627,,,5932,789,2399
48075,Texas,Childress,3478,0.5678007777,,,,2762,3013
48077,Texas,Clay,3141,0.2659597252,,,,,
48079,Texas,Cochran,817,-1.815579165,,,,,
48081,Texas,Coke,2741,-0.092308586,,,,,
48083,Texas,Coleman,5283,2.1844865336,,,,,
48085,Texas,Collin,2650,-0.173814627,3273,1636,4287,2502,2594
48087,Texas,Collingsworth,5726,2.5812686887,,,,6735,3727
48089,Texas,Colorado,4064,1.0926638541,,,5470,3310,3713
48091,Texas,Comal,2116,-0.652102823,,,2839,2176,2063
48093,Texas,Comanche,2290,-0.496256108,,,,3845,1938
48095,Texas,Concho,2150,-0.621650017,,,,,
48097,Texas,Cooke,3057,0.1907233798,,,,,
48099,Texas,Coryell,2167,-0.606423613,,943,409,1074,2338
48101,Texas,Cottle,2724,-0.10753499,,,,,
48103,Texas,Crane,3822,0.8759115256,,,,5664,1417
48105,Texas,Crockett,3898,0.9439825048,,,,4267,1640
48107,Texas,Crosby,489,-2.109359181,,,,,
48109,Texas,Culberson,3949,0.9896617146,,,,,
48111,Texas,Dallam,3177,0.2982038732,,,,,
48113,Texas,Dallas,2997,0.136983133,5525,1778,5257,2891,2393
48115,Texas,Dawson,3541,0.6242280368,,,,3765,3590
48117,Texas,Deaf Smith,2622,-0.198893409,,,,2921,1379
48119,Texas,Delta,3078,0.2095324661,,,,,
48121,Texas,Denton,2626,-0.195310726,,1666,4222,2429,2557
48123,Texas,DeWitt,3519,0.6045232796,,,,4142,3054
48125,Texas,Dickens,2070,-0.693303679,,,,,
48127,Texas,Dimmit,1941,-0.80884521,,,,1541,2616
48129,Texas,Donley,2248,-0.53387428,,,,,
48131,Texas,Duval,3388,0.4871904076,,,,,
48133,Texas,Eastland,3675,0.7442479211,,,12500,6813,3508
48135,Texas,Ector,4044,1.0747504386,,,2252,4122,4146
48137,Texas,Edwards,2395,-0.402210676,,,,,
48139,Texas,Ellis,3123,0.2498376512,,4771,4281,3186,2879
48141,Texas,El Paso,2066,-0.696886362,,2219,2367,2058,1980
48143,Texas,Erath,2257,-0.525813243,,,,1159,2290
48145,Texas,Falls,2683,-0.144257492,,,1322,1406,3464
48147,Texas,Fannin,4356,1.3541997216,,,6972,,4358
48149,Texas,Fayette,2681,-0.146048833,,,9573,,2289
48151,Texas,Fisher,2042,-0.718382461,,,,3380,1123
48153,Texas,Floyd,2722,-0.109326331,,,,1506,1310
48155,Texas,Foard,1678,-1.044406624,,,,,
48157,Texas,Fort Bend,2830,-0.012593887,,1631,4062,3336,2531
48159,Texas,Franklin,1979,-0.77480972,,,15440,,1777
48161,Texas,Freestone,3907,0.9520435418,,,4185,,3776
48163,Texas,Frio,3510,0.5964622426,,,,3674,2762
48165,Texas,Gaines,2531,-0.28039945,,,,1774,1818
48167,Texas,Galveston,4265,1.2726936807,,1538,7273,4640,3837
48169,Texas,Garza,2097,-0.669120568,,,,,
48171,Texas,Gillespie,979,-1.670480499,,,,,
48173,Texas,Glasscock,,,,,,,
48175,Texas,Goliad,3078,0.2095324661,,,,3545,1944
48177,Texas,Gonzales,2518,-0.29204317,,,1502,2384,2020
48179,Texas,Gray,2774,-0.062751451,,,,657,2801
48181,Texas,Grayson,4380,1.3756958203,4816,,8271,4286,4173
48183,Texas,Gregg,3607,0.6833423082,7093,,6390,3578,3250
48185,Texas,Grimes,3028,0.1647489272,,,5455,,2921
48187,Texas,Guadalupe,2559,-0.255320668,,1093,2837,2294,2664
48189,Texas,Hale,1579,-1.133078032,,,,1401,1764
48191,Texas,Hall,4275,1.2816503885,,,,,
48193,Texas,Hamilton,3053,0.1871406966,,,,,
48195,Texas,Hansford,1350,-1.33818664,,,,2549,717
48197,Texas,Hardeman,5548,2.4218392901,,,,,
48199,Texas,Hardin,2894,0.0447290428,,,2736,,2844
48201,Texas,Harris,3047,0.181766672,2929,1857,5044,3088,2506
48203,Texas,Harrison,3495,0.5830271809,,,3911,,3517
48205,Texas,Hartley,,0.0,,,,,
48207,Texas,Haskell,2975,0.1172783759,,,,3303,2697
48209,Texas,Hays,1976,-0.777496732,,6467,1671,1974,1926
48211,Texas,Hemphill,5419,2.3062977596,,,,,
48213,Texas,Henderson,3207,0.3250739966,,,4729,2133,3173
48215,Texas,Hidalgo,3178,0.299099544,,,,3408,2986
48217,Texas,Hill,3728,0.7917184724,,,3042,,3789
48219,Texas,Hockley,2749,-0.08514322,,,,1963,1987
48221,Texas,Hood,2312,-0.476551351,,,16667,,2254
48223,Texas,Hopkins,3213,0.3304480213,,,4343,,3294
48225,Texas,Houston,2965,0.1083216681,,,4872,,2861
48227,Texas,Howard,3335,0.4397198563,,,,3143,3662
48229,Texas,Hudspeth,1047,-1.609574886,,,,,
48231,Texas,Hunt,4539,1.5181074741,6620,,5441,6455,4384
48233,Texas,Hutchinson,2694,-0.134405113,,,,3379,2562
48235,Texas,Irion,4702,1.6641018111,,,,,
48237,Texas,Jack,3921,0.9645829327,,,,,
48239,Texas,Jackson,4607,1.5790130871,,,8415,4298,3817
48241,Texas,Jasper,3380,0.4800250413,,,3521,,3308
48243,Texas,Jeff Davis,2091,-0.674494593,,,,3152,1642
48245,Texas,Jefferson,3021,0.1584792317,,2605,3406,2835,2878
48247,Texas,Jim Hogg,3704,0.7702223737,,,,,
48249,Texas,Jim Wells,2358,-0.435350495,,,,2712,1618
48251,Texas,Johnson,3569,0.6493068186,,,5591,3579,3548
48253,Texas,Jones,3646,0.7182734685,,,,5218,3151
48255,Texas,Karnes,2571,-0.244572619,,,,3316,1979
48257,Texas,Kaufman,2964,0.1074259973,,,5315,1831,2727
48259,Texas,Kendall,1250,-1.427753718,,,,,
48261,Texas,Kenedy,,,,,,,
48263,Texas,Kent,2290,,,,,,
48265,Texas,Kerr,1667,-1.054259003,,,,1755,1567
48267,Texas,Kimble,1020,-1.633757997,,,,,
48269,Texas,King,,,,,,,
48271,Texas,Kinney,3101,0.230132894,,,,3398,862
48273,Texas,Kleberg,3993,1.0290712288,,,,4102,4438
48275,Texas,Knox,4299,1.3031464872,,,,9571,2088
48277,Texas,Lamar,4281,1.2870244132,,,6169,4742,4095
48279,Texas,Lamb,1523,-1.183235595,,,,712,1633
48281,Texas,Lampasas,2282,-0.503421474,,,,452,2220
48283,Texas,La Salle,3708,0.7738050568,,,,,
48285,Texas,Lavaca,3341,0.445093881,,,2629,1686,3073
48287,Texas,Lee,3073,0.2050541122,,,3111,,3181
48289,Texas,Leon,3043,0.1781839888,,,709,2591,3132
48291,Texas,Liberty,4841,1.7886000494,,,9013,2674,4611
48293,Texas,Limestone,3829,0.8821812211,,,2961,,3835
48295,Texas,Lipscomb,3015,0.153105207,,,,,
48297,Texas,Live Oak,1853,-0.887664238,,,,1200,1493
48299,Texas,Llano,1984,-0.770331366,,,,,
48301,Texas,Loving,,,,,,,
48303,Texas,Lubbock,2203,-0.574179465,,,4402,2883,1851
48305,Texas,Lynn,4524,1.5046724124,,,,6292,3261
48307,Texas,McCulloch,2694,-0.134405113,,,,1924,2335
48309,Texas,McLennan,2842,-0.001845838,,1479,3825,3201,2726
48311,Texas,McMullen,3974,,,,,,
48313,Texas,Madison,3413,0.509582177,,,10015,,2632
48315,Texas,Marion,3473,0.5633224238,,,2533,,3220
48317,Texas,Martin,3312,0.4191194284,,,,2501,2980
48319,Texas,Mason,1000,-1.651671413,,,,,
48321,Texas,Matagorda,4347,1.3461386846,,,5532,6092,3778
48323,Texas,Maverick,2803,-0.036776998,,,,,
48325,Texas,Medina,2166,-0.607319284,,,,3038,1657
48327,Texas,Menard,1547,-1.161739496,,,,,
48329,Texas,Midland,2587,-0.230241886,,4579,3473,3367,2071
48331,Texas,Milam,4101,1.125803673,,,5169,4685,3764
48333,Texas,Mills,1936,-0.813323563,,,,,
48335,Texas,Mitchell,2547,-0.266068718,,,,,
48337,Texas,Montague,3105,0.2337155771,,,,,
48339,Texas,Montgomery,3083,0.21401082,,670,5336,3092,3030
48341,Texas,Moore,3143,0.2677510667,,,,2355,2886
48343,Texas,Morris,2729,-0.103056636,,,3456,,2461
48345,Texas,Motley,989,-1.661523791,,,,,
48347,Texas,Nacogdoches,3507,0.5937752303,,,4874,,3437
48349,Texas,Navarro,3592,0.6699072465,,,8349,1999,2997
48351,Texas,Newton,3035,0.1710186226,,,4826,,2641
48353,Texas,Nolan,3637,0.7102124315,,,,4921,3296
48355,Texas,Nueces,2473,-0.332348355,,2600,4398,2813,2113
48357,Texas,Ochiltree,3449,0.5418263251,,,,1381,3257
48359,Texas,Oldham,3623,0.6976730406,,,,,
48361,Texas,Orange,2902,0.051894409,,8571,5811,1339,2651
48363,Texas,Palo Pinto,4447,1.4357057625,,,10946,5832,4236
48365,Texas,Panola,3342,0.4459895517,,,3298,,3073
48367,Texas,Parker,2298,-0.489090741,,,,,
48369,Texas,Parmer,3280,0.3904579635,,,,2796,3492
48371,Texas,Pecos,2550,-0.263381705,,,,2442,2787
48373,Texas,Polk,1674,-1.047989308,,,2903,,1563
48375,Texas,Potter,2776,-0.060960109,,1320,2332,3028,2707
48377,Texas,Presidio,1351,-1.337290969,,,,,
48379,Texas,Rains,2845,0.0008411746,,,,,
48381,Texas,Randall,2319,-0.470281655,,,15695,,2346
48383,Texas,Reagan,3793,0.849937073,,,,4940,1428
48385,Texas,Real,3457,0.5489916913,,,,,
48387,Texas,Red River,3354,0.4567376011,,,,,
